"form","state","region","female","age","class","OCCUPATION1","OCCUPATION2","OCCUPATION3","black","size","education","AGE_3WAY","AGE40","OCC8","prof","REGION4","EDU_RECODE","VOTE_PRO","VOTE_RETRO","PHONE_RECODE","CAR_RECODE","ballot","Q1","Q2","Q3","Q4A","Q4B","Q4C","Q5A","Q5B","farm","SIZE3","urban","StPOAbrv","SOUTH11","SOUTH11xBLACK","SOUTH12","SOUTH12xBLACK","south","SOUTHxBLACK","year","WtPubFeas","WtVotFeas"
,"Tennessee","South and Southwest","Male",,"P or P+","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","South",,"fdr","fdr",,,53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Both candidates","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","tn","South",,"South",,"South",,1936,,
,"Texas","South and Southwest","Male",,,"Other and None",,,,"Urban",,,,"Other","Not Professional","South",,"fdr","fdr",,,53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","tx","South",,"South",,"South",,1936,,
,"Tennessee","South and Southwest","Male",,"Av","Other and None",,,,"Urban",,,,"Other","Not Professional","South",,"fdr","fdr",,,53,"No",,"Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","tn","South",,"South",,"South",,1936,,
,"Tennessee","South and Southwest","Male",,"P or P+","Other and None",,,,"Urban",,,,"Other","Not Professional","South",,"fdr","fdr",,,53,"No","Yes","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","tn","South",,"South",,"South",,1936,,
,"Tennessee","South and Southwest","Male","25-34 yrs","P or P+","Unskilled workers",,,,"Urban",,,,"Labor","Not Professional","South",,"fdr","fdr",,,53,,"Yes","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","tn","South",,"South",,"South",,1936,,
,"Tennessee","South and Southwest","Male","25-34 yrs","P or P+","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","South",,"fdr","fdr",,,53,,"Yes","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","tn","South",,"South",,"South",,1936,,
,"Texas","South and Southwest","Male","25-34 yrs","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","South",,"fdr","fdr",,,53,,"Yes","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","tx","South",,"South",,"South",,1936,,
,"Texas","South and Southwest","Male","25-34 yrs","Av+","Skilled workers",,,,"Farm",,,,"Labor","Not Professional","South",,"fdr","fdr",,,53,"No","Yes","Yes","Roosevelt","Roosevelt","Neither","Roosevelt","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","tx","South",,"South",,"South",,1936,,
,"Texas","South and Southwest","Male","25-34 yrs","P or P+","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","South",,"fdr","fdr",,,53,"No","Yes","Yes","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","tx","South",,"South",,"South",,1936,,
,"Texas","South and Southwest","Male","25-34 yrs","Av+","Skilled workers",,,,"Small town",,,,"Labor","Not Professional","South",,"fdr","fdr",,,53,"No","No","Yes","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Rural Non-Farm","Non-Urban","tx","South",,"South",,"South",,1936,,
,"Texas","South and Southwest","Male","35-44 yrs","P or P+","Other and None",,,,"Urban",,,,"Other","Not Professional","South",,"fdr","fdr",,,53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","tx","South",,"South",,"South",,1936,,
,"Texas","South and Southwest","Male","35-44 yrs","P or P+","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","South",,"fdr","fdr",,,53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","tx","South",,"South",,"South",,1936,,
,"Mississippi","South and Southwest","Male","35-44 yrs","Av+","Other and None",,,,"Farm",,,,"Other","Not Professional","South",,"fdr","fdr",,,53,,,"Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","ms","South",,"South",,"South",,1936,,
,"Texas","South and Southwest","Male","55 yrs and over","P or P+","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","South",,"fdr","fdr",,,53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","tx","South",,"South",,"South",,1936,,
,"Texas","South and Southwest","Male","55 yrs and over",,"Other and None",,,,"Urban",,,,"Other","Not Professional","South",,"fdr","fdr",,,53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","tx","South",,"South",,"South",,1936,,
,"Texas","South and Southwest","Male","55 yrs and over","Av","Other and None",,,,"Urban",,,,"Other","Not Professional","South",,"fdr","fdr",,,53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","tx","South",,"South",,"South",,1936,,
,"Texas","South and Southwest","Male","35-44 yrs","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","South",,"fdr","fdr",,,53,,"Yes","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","tx","South",,"South",,"South",,1936,,
,"Texas","South and Southwest","Male","35-44 yrs","Av+","Professiol",,,,"Urban",,,,"Professional","Professional","South",,"fdr","fdr",,,53,"No","Yes","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","tx","South",,"South",,"South",,1936,,
,"Texas","South and Southwest","Male","45-54 yrs","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","South",,"fdr","fdr",,,53,"No","Yes","Yes","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","tx","South",,"South",,"South",,1936,,
,"Texas","South and Southwest","Male","45-54 yrs","Av+","Skilled workers",,,,"Farm",,,,"Labor","Not Professional","South",,"fdr","fdr",,,53,,"Yes","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","tx","South",,"South",,"South",,1936,,
,"Washington","Pacific Coast","Male","45-54 yrs","P or P+","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","West",,"fdr","fdr",,,53,"No","No","Yes","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","wa","Non-South",,"Non-South",,"Non-South",,1936,,
,"California","Pacific Coast","Male","45-54 yrs","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","West",,"fdr","fdr",,,53,,"Yes","Yes","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ca","Non-South",,"Non-South",,"Non-South",,1936,,
,"California","Pacific Coast","Male","45-54 yrs","Av+","Other and None",,,,"Small town",,,,"Other","Not Professional","West",,"fdr","fdr",,,53,,"Yes","Yes","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Rural Non-Farm","Non-Urban","ca","Non-South",,"Non-South",,"Non-South",,1936,,
,"Oregon","Pacific Coast","Male","25-34 yrs","Av","Business",,,,"Urban",,,,"Professional","Professional","West",,"fdr","fdr",,,53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","or","Non-South",,"Non-South",,"Non-South",,1936,,
,"California","Pacific Coast","Male","25-34 yrs","Av","Business",,,,"Urban",,,,"Professional","Professional","West",,"fdr","fdr",,,53,"No","Yes","Yes","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ca","Non-South",,"Non-South",,"Non-South",,1936,,
,"California","Pacific Coast","Male","25-34 yrs","Av+","Skilled workers",,,,"Farm",,,,"Labor","Not Professional","West",,"fdr","fdr",,,53,"No","Yes","Yes","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","ca","Non-South",,"Non-South",,"Non-South",,1936,,
,"California","Pacific Coast","Male","35-44 yrs","Av+","Other and None",,,,"Small town",,,,"Other","Not Professional","West",,"fdr","fdr",,,53,"No",,"Yes","Roosevelt","Roosevelt",,"Roosevelt","Yes, voted for Roosevelt","Non-Farm","Rural Non-Farm","Non-Urban","ca","Non-South",,"Non-South",,"Non-South",,1936,,
,"California","Pacific Coast","Male","35-44 yrs","Av","Professiol",,,,"Urban",,,,"Professional","Professional","West",,"fdr","fdr",,,53,"No","Yes","Yes","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ca","Non-South",,"Non-South",,"Non-South",,1936,,
,"California","Pacific Coast","Male","35-44 yrs","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","West",,"fdr","fdr",,,53,"No","Yes","Yes","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ca","Non-South",,"Non-South",,"Non-South",,1936,,
,"Oregon","Pacific Coast","Male",,"Av","Other and None",,,,"Urban",,,,"Other","Not Professional","West",,"fdr","fdr",,,53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","or","Non-South",,"Non-South",,"Non-South",,1936,,
,"California","Pacific Coast","Male","21-24 yrs",,"Other and None",,,,"Urban",,,,"Other","Not Professional","West",,"fdr","fdr",,,53,"No","Yes","Yes","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ca","Non-South",,"Non-South",,"Non-South",,1936,,
,"California","Pacific Coast","Male","25-34 yrs","Av+","Unskilled workers",,,,"Small town",,,,"Labor","Not Professional","West",,"fdr","fdr",,,53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Neither","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Rural Non-Farm","Non-Urban","ca","Non-South",,"Non-South",,"Non-South",,1936,,
,"California","Pacific Coast","Male","25-34 yrs","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","West",,"fdr","fdr",,,53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ca","Non-South",,"Non-South",,"Non-South",,1936,,
,"California","Pacific Coast","Male","25-34 yrs","Av+","Skilled workers",,,,"Small town",,,,"Labor","Not Professional","West",,"fdr","fdr",,,53,"Yes","Yes","Yes","Landon","Landon","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Rural Non-Farm","Non-Urban","ca","Non-South",,"Non-South",,"Non-South",,1936,,
,"Washington","Pacific Coast","Female",,"P or P+","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","West",,"fdr","fdr",,,53,"No","Yes","Yes","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","wa","Non-South",,"Non-South",,"Non-South",,1936,,
,"California","Pacific Coast","Female",,"Av","Other and None",,,,"Urban",,,,"Other","Not Professional","West",,"fdr","fdr",,,53,"No","Yes","Yes","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ca","Non-South",,"Non-South",,"Non-South",,1936,,
,"California","Pacific Coast","Female",,"Av","Other and None",,,,"Urban",,,,"Other","Not Professional","West",,"fdr","fdr",,,53,"Yes",,"Yes","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ca","Non-South",,"Non-South",,"Non-South",,1936,,
,"California","Pacific Coast","Female","45-54 yrs","Av+","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","West",,"fdr","fdr",,,53,"No","Yes","Yes","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ca","Non-South",,"Non-South",,"Non-South",,1936,,
,"New Hampshire","Northeast","Male","55 yrs and over","Av+","Other and None",,,,"Small town",,,,"Other","Not Professional","Northeast",,"fdr","fdr",,,53,,"Yes","Yes",,"Landon","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Rural Non-Farm","Non-Urban","nh","Non-South",,"Non-South",,"Non-South",,1936,,
,"New Hampshire","Northeast","Male",,"Av+","Skilled workers",,,,"Small town",,,,"Labor","Not Professional","Northeast",,"fdr","fdr",,,53,,"Yes","Yes","Roosevelt",,"Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Rural Non-Farm","Non-Urban","nh","Non-South",,"Non-South",,"Non-South",,1936,,
,"New Hampshire","Northeast","Male","45-54 yrs","Av+","Skilled workers",,,,"Farm",,,,"Labor","Not Professional","Northeast",,"fdr","fdr",,,53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","nh","Non-South",,"Non-South",,"Non-South",,1936,,
,"New Hampshire","Northeast","Male","35-44 yrs","Av+","Skilled workers",,,,"Small town",,,,"Labor","Not Professional","Northeast",,"fdr","fdr",,,53,,"No","Yes","Roosevelt","Landon","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Rural Non-Farm","Non-Urban","nh","Non-South",,"Non-South",,"Non-South",,1936,,
,"New Hampshire","Northeast","Male","55 yrs and over","Av","Business",,,,"Urban",,,,"Professional","Professional","Northeast",,"fdr","fdr",,,53,"Yes","Yes","Yes","Roosevelt","Landon","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","nh","Non-South",,"Non-South",,"Non-South",,1936,,
,"Maine","Northeast","Male","45-54 yrs","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Northeast",,"fdr","fdr",,,53,"Yes","Yes","Yes","Roosevelt","Landon","Both candidates","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","me","Non-South",,"Non-South",,"Non-South",,1936,,
,"Maine","Northeast","Male","45-54 yrs","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Northeast",,"fdr","fdr",,,53,,"Yes","Yes","Roosevelt","Landon","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","me","Non-South",,"Non-South",,"Non-South",,1936,,
,"Maine","Northeast","Male","55 yrs and over","Av+","Skilled workers",,,,"Small town",,,,"Labor","Not Professional","Northeast",,"fdr","fdr",,,53,"Yes","Yes","Yes","Roosevelt","Landon","Neither","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Rural Non-Farm","Non-Urban","me","Non-South",,"Non-South",,"Non-South",,1936,,
,"Maine","Northeast","Male","25-34 yrs","Av+","Skilled workers",,,,"Small town",,,,"Labor","Not Professional","Northeast",,"fdr","fdr",,,53,"No","Yes","Yes","Roosevelt","Roosevelt","Neither","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Rural Non-Farm","Non-Urban","me","Non-South",,"Non-South",,"Non-South",,1936,,
,"Maine","Northeast","Female","45-54 yrs","Av+","Other and None",,,,"Small town",,,,"Other","Not Professional","Northeast",,"fdr","fdr",,,53,"Yes","Yes","Yes","Roosevelt","Landon","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Rural Non-Farm","Non-Urban","me","Non-South",,"Non-South",,"Non-South",,1936,,
,"Vermont","Northeast","Male","55 yrs and over","or","Other and None",,,,"Urban",,,,"Other","Not Professional","Northeast",,"fdr","fdr",,,53,"No","Yes","Yes","Roosevelt","Roosevelt","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","vt","Non-South",,"Non-South",,"Non-South",,1936,,
,"Vermont","Northeast","Male","35-44 yrs","P or P+","Other and None",,,,"Urban",,,,"Other","Not Professional","Northeast",,"fdr","fdr",,,53,,"Yes","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","vt","Non-South",,"Non-South",,"Non-South",,1936,,
,"Vermont","Northeast","Female","35-44 yrs","Av+","Other and None",,,,"Small town",,,,"Other","Not Professional","Northeast",,"fdr","fdr",,,53,,"Yes","Yes","Roosevelt","Landon","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Rural Non-Farm","Non-Urban","vt","Non-South",,"Non-South",,"Non-South",,1936,,
,"Vermont","Northeast","Female","25-34 yrs","P or P+","Other and None",,,,"Urban",,,,"Other","Not Professional","Northeast",,"fdr","fdr",,,53,,"Yes","Yes","Roosevelt","Landon","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","vt","Non-South",,"Non-South",,"Non-South",,1936,,
,"Vermont","Northeast","Female","25-34 yrs","Av+","Skilled workers",,,,"Farm",,,,"Labor","Not Professional","Northeast",,"fdr","fdr",,,53,"No","Yes","Yes","Roosevelt","Landon","Landon","Roosevelt","Yes, voted for Roosevelt","Farm","Farm","Non-Urban","vt","Non-South",,"Non-South",,"Non-South",,1936,,
,"Vermont","Northeast","Female",,"Av+","Skilled workers",,,,"Small town",,,,"Labor","Not Professional","Northeast",,"fdr","fdr",,,53,"Yes","Yes","Yes","Roosevelt","Landon","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Rural Non-Farm","Non-Urban","vt","Non-South",,"Non-South",,"Non-South",,1936,,
,"Vermont","Northeast","Male","35-44 yrs","Av+","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Northeast",,"fdr","fdr",,,53,"No","Yes","Yes","Roosevelt","Landon","Landon","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","vt","Non-South",,"Non-South",,"Non-South",,1936,,
,"Vermont","Northeast","Male","25-34 yrs","P or P+","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Northeast",,"fdr","fdr",,,53,,"Yes","Yes","Landon","Landon","Neither","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","vt","Non-South",,"Non-South",,"Non-South",,1936,,
,"Vermont","Northeast","Male","25-34 yrs","P or P+","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Northeast",,"fdr","fdr",,,53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Neither","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","vt","Non-South",,"Non-South",,"Non-South",,1936,,
,"Vermont","Northeast","Male","25-34 yrs","P or P+","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Northeast",,"fdr","fdr",,,53,"Yes","Yes","Yes","Roosevelt","Landon",,"Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","vt","Non-South",,"Non-South",,"Non-South",,1936,,
,"Massachusetts","Northeast","Male","45-54 yrs","Av","Business",,,,"Urban",,,,"Professional","Professional","Northeast",,"fdr","fdr",,,53,"Yes","Yes","Yes","Roosevelt","Landon","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ma","Non-South",,"Non-South",,"Non-South",,1936,,
,"Massachusetts","Northeast","Male","45-54 yrs","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Northeast",,"fdr","fdr",,,53,,"Yes","Yes","Roosevelt","Roosevelt","Neither","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ma","Non-South",,"Non-South",,"Non-South",,1936,,
,"Massachusetts","Northeast","Male","45-54 yrs","Av","Business",,,,"Urban",,,,"Professional","Professional","Northeast",,"fdr","fdr",,,53,"Yes","Yes","Yes","Roosevelt","Roosevelt","Both candidates","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ma","Non-South",,"Non-South",,"Non-South",,1936,,
,"Massachusetts","Northeast","Male","45-54 yrs","P or P+","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Northeast",,"fdr","fdr",,,53,"No","Yes","Yes","Roosevelt","Roosevelt","Roosevelt","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ma","Non-South",,"Non-South",,"Non-South",,1936,,
,"Massachusetts","Northeast","Male","45-54 yrs","Av","Skilled workers",,,,"Urban",,,,"Labor","Not Professional","Northeast",,"fdr","fdr",,,53,"No",,"Yes","Roosevelt","Roosevelt","Neither","Roosevelt","Yes, voted for Roosevelt","Non-Farm","Urban","Urban","ma","Non-South",,"Non-South",,"Non-South",,1936,,
